firma,street,plz,city,country,country_code,local_phone_number,anrede,vorname,nachname
Dr. med. Cynthia Wolfensberger,Klosbachstrasse 104,8032,Zürich,CH,41,813817589,,,
"Gesundheitspraxis Solara, Karin Büchler Kant. appr. Heilpraktikerin (AR)",Solitüdenstrasse 15,9012,St. Gallen,CH,41,1823736,,,
Gesundheitspraxis Saladin,Parkstrasse 36,4102,Binningen,CH,41,48527,,,
Massagepraxis Lucia Birri,Kaiserstuhlstrasse 75,8154,Oberglatt,CH,41,6480892,,,
Naturheilpraxis Schwarzenberg Erich Köllnberger,Ennenmatt 33,6103,Schwarzenberg,CH,41,742155564,,,
CREONDA GMBH,Blümlimattweg 48,3600,Thun,CH,41,762722846,,,
Praxis Bernadette Tischhauser,Schachen 724,9056,Gais,CH,41,787989921,,,
Beauty & Wellness Oasis GmbH,Löwenstrasse 53,8001,Zürich,CH,41,782673853,,,
Zahnarzt Martin Gottschlich,Oberdorfstrasse 35,3053,Münchenbuchsee,CH,41,769674333,,,
AGM AG Müller,Bahnsteigstrasse 1,8212,Neuhausen am Rheinfall,CH,41,788459068,,,
"Prinzli Spielwaren, Inh.: Doris Kälin",Bergstrasse 1,8712,Stäfa,CH,41,9066268,,,
Peterhans Handwerkercenter AG,Landstrasse 4,5436,Würenlos,CH,41,302668878,,,
Landhausmode Klauser AG,Tösstalstrasse 23,8483,Kollbrunn,CH,41,789095464,,,
Segelschule Neuhaus Thunersee,Seestrasse 121,3800,Unterseen,CH,41,786687543,,,
Dekorationsvermietung.ch AG,Industriestrasse 1,5624,Bünzen (AG),CH,41,744147691,,,
Fahnenfabrik Sevelen AG,Schöngass 1,9475,Sevelen,CH,41,763871492,,,
Bastelboutique Leibundgut AG,Kuttelgasse 8,8001,Zürich,CH,41,796711677,,,
Pletscher AG,Obere Schilling 4,8460,Marthalen,CH,41,789988524,,,
Vilfil GmbH,Kreuzstrasse 39,8008,Zürich,CH,41,799563723,,,
Handarbeitslädeli Marlis Annen,Mühlegasse 1,3770,Zweisimmen,CH,41,748167637,,,
Wima Mattle GmbH,Brahmsstrasse 64,8003,Zürich,CH,41,792935369,,,
Teppich-Huus Breiti AG,Mühlentalstrasse 261,8200,Schaffhausen,CH,41,747442324,,,
"Piano Music Simmen, Inhaber: Herr Matthias Simmen",Kyburgstrasse 9A,3600,Thun,CH,41,12797332142,,,
Schlebach AG,Riehentorstrasse 15,4058,Basel,CH,41,760791816,,,
H. U. Bernhard Instrumentenbauer,Mühlegasse 18,3400,Burgdorf,CH,41,8041768,,,
Fourtwenty GmbH,Kramgasse 3,3011,Bern,CH,41,818584287,,,
Smokee - Dein Dampfwarenladen,Moosstrasse 19,6003,Luzern,CH,41,769988515,,,
Imfeld Uhren + Schmuck GmbH,Hofstrasse 2,6061,Sarnen,CH,41,783764144,,,
Go Fish GmbH Fischerei- & Outdoorartikel,Hinterbergstrasse 56,6312,Steinhausen,CH,41,767352651,,,
Wisi´s Billard & Dart Service,Industriestrasse 88,7310,Bad Ragaz,CH,41,818837889,,,
Zoo Roco AG,Bielstrasse 40d,3250,Lyss,CH,41,768881119,,,
jermann architekten und raumplaner ag,Hintere Gasse 52,4242,Laufen,CH,41,8565856,,,
Trenovag AG,Loren-Allee 18,8610,Uster,CH,41,749970491,,,
Castello Keramik GmbH,Zentweg 19C,3006,Bern,CH,41,810670070,,,
Fennerboden Roger Fenner,Erlenweg 5,8604,Volketswil /ZH,CH,41,763134620,,,
Schreinerei Aeschlimann GmbH,Mösli 5,6196,Marbach,CH,41,6718720,,,
Mössinger Immobilien AG,Grenzweg 1,3097,Liebefeld,CH,41,748082599,,,
von Büren+Sommer AG,Breitestrasse 16,8572,Berg TG,CH,41,740629860,,,
Heusser Montagen,Stelleweg 31a,7000,Chur,CH,41,25788484736,,,
Müller Heizung-Service AG,Rosenburgstrasse 13,8630,Rüti ZH,CH,41,351637081,,,
FMS-Technik AG,Hardmorgenweg 19,8222,Beringen,CH,41,789451459,,,
HPV Rorschach,Splügenstrasse 8,9400,Rorschach,CH,41,741127021,,,
Musikschule Zürcher Oberland,Bahnhofstrasse 36,8620,Wetzikon,CH,41,747389306,,,
Benediktinerkloster Mariastein,Klosterplatz 2,4115,Mariastein,CH,41,954841079,,,
Bildhaueratelier Meier GmbH,Müriweg 2,5200,Brugg AG,CH,41,6535694,,,
"Nünlist Holzkunst, Simon Nünlist",Hauptstrasse 37,4628,Wolfwil,CH,41,744909813,,,
à la carte-reisen ag,Industriestrasse 13,4410,Liestal,CH,41,783284729,,,
Ferienwohnungen Chasa Sulai,Laretstrasse 33,7562,Samnaun,CH,41,749033449,,,
Piz Ot Samnaun - Bed and Breakfast,Südstrasse 12,7563,Samnaun,CH,41,748747541,,,
Brisoft AG,Schäferweg 16,4019,Basel,CH,41,836556479,,,
Designstudios GmbH,Schulweg 10,3013,Bern,CH,41,748839530,,,
Café Henrici,Niederdorfstrasse 1,8001,Zürich,CH,41,,,,
Babu's,Löwenstrasse 1,8001,Zürich,CH,41,,,,
Grande Café & Bar,Limmatquai 118,8001,Zürich,CH,41,,,,
Café des Amis,Nordstrasse 88,8037,Zürich,CH,41,,,,
Milchbar - das Gaumenfreudenhaus,Kappelergasse 16,8001,Zürich,CH,41,,,,
Kafi Freud,Schaffhauserstrasse 118,8057,Zürich,CH,41,,,,
 3+ Architekten Glogger.Müller.Blasi,3  Architekten Glogger.Müller.Blasi ,,,DE,49,82199980250,,Frau Claudia Müller,
 Medic-Center Schwerpunktpraxis für Diabetologie und Endokrinologie,Jakob-Henle-Str. 1 ,90766,"Fürth, Bayern",DE,49,9116299831300,,,
:: Margit Huber-Priel - Schönes für die...,In der Au 1 ,73342,Bad Ditzenbach,DE,49,7335184910,,,
?????????,Wellenstr. 2A ,33829,Borgholzhausen,DE,49,54256551,,,
'Das' Kosmetikinstitut,Lange Straße 28,96047,Bamberg,DE,49,951201498,,,
'DIE ENTSTOPFER' Abfluss- und Kanalreinigung Klagenfurt,Suppanstraße 22B,9020,Klagenfurt am Wörthersee,AT,43,463210930,,,
[email protected],Winkelpfad 12 ,53879,Euskirchen,DE,49,22517848795,,,
*+*Perro Blanco`s Weisse Schäferhund Zucht...,Wilhelm Brester- Str. 13 ,41372,Niederkrüchten,DE,49,21635715774,,,
"123anfrage.de - DJ, Band & Fotografensuche",Riesaer Str. 36 ,12627,Berlin,DE,49,17624906829,,,
13 6 Design GmbH,Judenhof 10 ,89073,"Ulm, Donau",DE,49,7311591713,Herr,Michael,Frank
169 Labs GmbH,Sommerstr. 33 ,81543,München,DE,49,8921540173,Herr,Dominik,Meißner
1a autoservice,Wollweberstraße 22 ,17348,Woldegk,DE,49,3963210172,,1a autoservice,
1A Fliesen,Karl-Benz-Straße 26,71093,Weil im Schönbuch,DE,49,1741090002,,,
1a mobile Autoreinigung,Überseeallee 1 ,20095,Hamburg,DE,49,152079794511,,,
20min GmbH,Plinganserstr. 47 ,81369,München,DE,49,8912296573,,,
24-h Schlüsseldienst Dietrich e.K., ,45277,Essen,DE,49,151116226311,,,
2M Logistik GmbH,Ulmer Str. 160 ,86156,"Augsburg, Bayern",DE,49,8214445717,Herr,Murat,Yildirim
3 B Boden-Bauten-Beteiligungs-GmbH,Hohenzollernstr. 12 ,71638,Ludwigsburg,DE,49,7141299700,,,
35 Millimeter,Bayerstrasse 3-5 ,80335,München,DE,49,8954321787,,,wiesser
360°Firmen Fit UG (hb),Birkenweg 12 ,40699,Erkrath,DE,49,151122144611,,,
3W Tec GmbH,Im Lüttjen Bruch 8 ,28876,Oyten,DE,49,42079091067,Herr,Timo,Wekerle
A & E Hairstyle GbR,Kirchstraße 18-20 ,64283,Darmstadt,DE,49,17621880424,,Ahmadi,Ismael
A & P Modevertriebs GmbH,Fasanenweg 57 ,15711,Königs Wusterhausen,DE,49,3375292930,Frau,Anja,Wagner
A & V Clean,Elefantengasse 15,60313,Frankfurt am Main,DE,49,15732744457,,,
A Team,Bahnhofstraße 9 ,83278,Traunstein,DE,49,1728497423,,,
A-Z Reinigungsmanagement,Max-Planck-Straße 41579,63477,Maintal,DE,49,1749765247,,,
A. Bauer Schlüsseldienst,Denningerstr. ,81679,München-Bogenhausen,DE,49,1702020806,,,
A. Bierbaum Malermeisterin,Argonstraße 18,86153,Augsburg,DE,49,8215407777,,,
A. Heinlein,Am Lindig 16,96369,Weißenbrunn,DE,49,92614641,,,
A. u. B. Gerüstbau u. Verleih GbR,Waldstraße 45,99974,Mühlhausen/Thüringen,DE,49,3601815610,,,
A.A.Hyseni Garten- und Landschaftsbau GmbH,Wiesbadener Straße 19,65795,Hattersheim am Main,DE,49,17666680554,,,
A.K.S. Europa GmbH,Schwesterstr. 64 ,42285,Wuppertal,DE,49,22039425417,,,
A.Mielitz Werbestudio,Parkstraße 18,75233,Tiefenbronn,DE,49,72348079451,,,
a&b Möbeltransport GmbH,Schloss-Schönau-Str. 4 ,52072,Aachen,DE,49,,Frau,,Benz
A&E Barbershop,Junkerhohlweg 23,24939,Flensburg,DE,49,1774718181,,,
A&K Objektservice,Karlstraße 38,65185,Wiesbaden,DE,49,1749713915,,,
A&N Autohaus GmbH,Zwickauer Str. 2 ,90513,Zirndorf,DE,49,91150631867,,Yaser Nadjar,Al Fattal Iyad
A&S Cleaner Gebäudereinigung,Bergmannstraße 2,44145,Dortmund,DE,49,1636882905,,,
"A&S Services 24/7 Entsorgung, Umzüge, Kleinreperatur, Kehrdienst. Kostenfrei für Rentner und Behinderte.",Nauheimer Straße ,60486,Frankfurt am Main,DE,49,1796722445,,,
A+S Autoservice Ahmad Dib-Hijazi,Bautzener Str. 20 ,10829,Berlin,DE,49,3021912527,,,
A|B Rollladen- & Sonnenschutztechnik,Blankenstraße 20,65594,Runkel,DE,49,15228619413,,,
Aachener Printen- und Schokoladenfabrik Henry Lambertz,Kilianstr. 96 ,90425,Nürnberg,DE,49,9119379312,,,
Abdichtungstechnik Nelk,Schierholzstraße 68,30655,Hannover,DE,49,51160802022,,,
ABE Werbung GmbH,Waldingstr. 27 ,22391,Hamburg,DE,49,4063646826,Herr,Günter,Schroer
Abnehmen im Liegen - Eggerding,Hackledt 62,4773,Hackledt,AT,43,6641117493,,,
Abnehmen schnell & effektiv,Goethestr. 78 ,63067,Offenbach,DE,49,1632483626,,,
Acbis GmbH,Neureuter Str. 37 ,76185,"Karlsruhe, Baden",DE,49,7219579520,Herr,Torsten,Heiob
Achilles Dentallabor GmbH,Hauptstraße 51,42349,Wuppertal,DE,49,86190994980,Herr,Andreas,Hinterstoißer
Achim Hönerbach,Am Fuchsberg 18 ,51702,Bergneustadt,DE,49,15901277259,,,
Achim Kania Gewächs/Treibhaustechnik Housegrow,Königgrätzer Str. 13 ,45897,Gelsenkirchen,DE,49,209516840,,,
Achim Mansfeld,Kreuzweg 8 ,32312,Lübbecke,DE,49,5741301222,,,
Achim Wenisch,Forststr. 13 ,95028,Hof,DE,49,928146829,,,
ACL Autocenter Langenhorn,Langenhorner Chaussee 105 ,22415,Hamburg,DE,49,405321306,,,
acta ex Aktenvernichtung Klaus Schmidt,Freisberger Weg 14A,57080,Siegen,DE,49,2713510228,,,
Ada Grill,Lange Str. 85 ,32756,Detmold,DE,49,15116554322,,,
Advisory-Service-Facilitymanagement, ,60389,Frankfurt,DE,49,151235889110,,,
AESSTHETIK Gerlinde Zorzi,Bernstorffstr. 174 ,22767,Hamburg,DE,49,1724307939,,,
AFW-Lufttechnik,Johann-Wendel-Straße 6,98529,Suhl,DE,49,3681306215,,,
AG Innenausbau,Rothenburger Straße 132,90439,Nürnberg,DE,49,17680047091,,,
"Agathos, Monika Dr.med. Stefan Dipl.-Psychologe",Ainmillerstr. 35,80801,München,DE,49,89345958,,,
agens Arbeitsmarktservice gGmbH,Tempelhofer Damm 125 ,12099,Berlin,DE,49,30610811800,Herr,Detlef,Bischur
Agentur 33,Mohnweg 7 ,19322,Wittenberge,DE,49,3877564696,,,
agil-akkurat-adrett AdrettTeam Gebäudereinigung,Agnes-Heineken-Str. 48 ,28277,Bremen,DE,49,1751122046,,,
AGRAVIS Kornhaus Ostwestfalen GmbH,Ladestraße 1 ,34327,Körle,DE,49,1733456807,,,
AgriFoods GmbH,Billhorner Deich 96 ,20539,Hamburg,DE,49,4020976956,Herr,Ahmad Siar,Azami
Agro Schmitt GmbH,Seminarstr. 1 ,97702,Münnerstadt,DE,49,97334092,Herr,Volker,Schmitt
AH Logistik,Graf-Gottfried-Str. 122 ,59755,Arnsberg,DE,49,29329004738,,,
AHT - Alternative Heiztechnik Dieter Scheunert,Wüstenrotstraße 33,9114,Chemnitz,DE,49,3713363919,,,
Airfoil Tandem W.I.G. Consulting ...,Odenwaldring 24 ,64401,Groß-Bieberau,DE,49,61621013,,,
Aitech Engineering GmbH,Sindelfinger Str. 108 ,71069,Sindelfingen,DE,49,,Herr,Karlheinz,Kolbe
Aivaras Tutkus,Alzayer Str 30 ,65934,Frankfurt am Main,DE,49,15751397765,,Herr Tutkus,
AKA Logistik,Bodelschwinghplatz 2,58089,Hagen,DE,49,23313480937,,,
Akabschlepp24,Spichernstr. 10 ,47137,Duisburg,DE,49,17670396189,,,
Akademische Malerin und Künstlerin,Rheinhöhenstr. 28 ,55413,Oberdiebach,DE,49,6743599533,,,
Akaj- Gebäudereinigung,Bardenhorst 10,33739,Bielefeld,DE,49,1768148708,,,
Akaslan Elektronik & Multimedia,Bergisch Gladbacher Straße 110,51065,Köln,DE,49,22168009727,,,
Akkermann,Schmiedestr. 3 ,29227,Celle,DE,49,514184488,,,
"Akkermann Hildegard, Pension Haus Spinnrad",Wilhelm-Bakker-Str. 21 ,26757,Borkum,DE,49,222193,,,
AKKURAT GebäudeService,Mühlenstraße 124,33607,Bielefeld,DE,49,5211366207,,,
Akkuwerkstatt Jens Kügler,Markusstr. 4 ,50259,Pulheim,DE,49,223854929,,,
Akropolis-Grill,Hohenzollernstraße 130,56068,Koblenz,DE,49,26136750,,,
Aktiv Immobilien Sascha Maurer,Weyerstraße 33 ,50676,Köln,DE,49,2219213450,,Aurelius Rus,
Aktuelle Nachrichten für die...,Groß-Gerauer Str. 25 ,64560,Riedstadt,DE,49,615871041,,,
Al Basha oriental sweets حلويات شرقية عربية,Alte Bahnhofstraße 30,53173,Bonn,DE,49,22835039751,,,
AL HAMDO GmbH,Martin-Luther-King-Str. 2 ,63452,Hanau,DE,49,1628504560,Herr,Abdul,Kader Al Hamdo
Al-Khaled nussdepot,Marktstraße 21,56564,Neuwied,DE,49,1739078731,,,
Ala Luna Schwerte,Reichshofstr. 7 ,58239,Schwerte,DE,49,1629112262,,,
Alanya Bistro,Äußere Zwickauer Str. 25 ,8064,Zwickau,DE,49,3752838748,,,
Alaska Gebäudereinigung,Heinrichstraße 16,64625,Bensheim,DE,49,17675948630,,,
Albatros Gesundheit und Pflege gGmbH,Berliner Str. 14 ,13507,Berlin,DE,49,306185081,Herr,Friedrich,Kiesinger
Albenland,Zittelstr. 12 ,99988,Südeichsfeld,DE,49,3602453652,,,
Albert & Robert Freudling GmbHTief- Asphalt- u. Pflasterbau,Michael-Beer-Straße 42,87435,Kempten (Allgäu),DE,49,8315203285,,,
Albert Götz,Grünestr. 12 ,79336,Herbolzheim,DE,49,76434819,,,
Albrecht Elektro,Winkelweg 7,51381,Leverkusen,DE,49,17673523571,Herr,,Albrecht
albring & albring - pharmaceutical...,Warnauer Pfad 3 ,13503,Berlin,DE,49,304310295,,,
Alessia Mobile Pflege GmbH,Lichterfelder Ring 197 ,12209,Berlin,DE,49,3072010257,Herr,Rainer,Hohmann
Alex Trockenbau Weinheim Birkenau,Hauptstraße 37,69488,Birkenau,DE,49,17646147397,,,
Alex Umzüge Entrümpelungen Möbelumzüge,Binger Str. 59 ,67549,Worms,DE,49,62415061132,,,
Alex-Entrümpelungen,Mainzer Straße 25,67657,Kaiserslautern,DE,49,17680667269,,,
Alex-performance,Gaußstraße 7,68623,Lampertheim,DE,49,17661934582,,,
Alexander Ambron,Dippehäuser Str. 21a ,65366,Geisenheim,DE,49,67229377702,,,
Alexander Dell,Aachener 11-13 ,50126,Bergheim,DE,49,22719896666,,,
Alexander Haas,Bensberger Str. 192 ,51503,Rösrath,DE,49,220582741,,,
Alexander Krause Fotograf,Vionvillestr. 14 ,12167,Berlin,DE,49,3079783413,,,
Alexander Kruska Tischlerei,Katenkoppel 1 ,21514,Büchen,DE,49,4155499504,,,
Alexander Sen. Reimann Elektromeister,33098,33098,Paderborn,DE,49,525172955,,,
Alfons Stenz,Hauptstr. 5 ,56729,Anschau,DE,49,26571585,,,
Alfred Dangl,Bürgersteig 2,3800,Göpfritz an der Wild,AT,43,28258480,,,
Alfred Dübbert Friedhofs- u. Landschaftsgärtnerei,Feldhauskamp 40 C ,45138,Essen,DE,49,201285676,,,
Alfred Neben,West-Kraueler Bogen 31 ,21037,Hamburg,DE,49,407230369,,,
Ali Akgul Photography,Höltestr. 24 ,45326,Essen,DE,49,1638577714,,,
Alice Premiumdöner Restaurant,Platz am Ritterbrunnen 1 ,38100,Braunschweig,DE,49,53161807323,,,
alivello,Thaddenstr. 14a ,69469,Weinheim,DE,49,62017109750,,,
ALKA FRESHFOOD,Rheinstraße 44,63225,Langen (Hessen),DE,49,15255919825,,,
alka-tec GmbH Oetzen,Bahnhofstraße 1 ,29588,Oetzen,DE,49,58059800,,,
Allerhand24,Zimmermannstr. 9 ,12163,Berlin,DE,49,1606343779,,,
Allianz Generalvertretung Thomas Gimpl,Alter Schloßweg 13,94099,Ruhstorf an der Rott,DE,49,8531932340,,,
Allo Kebab,Rue de Lausanne 46,1530,Payerne,CH,41,767601530,,,
Allround-Dienstleistungsservice Hausmeisterservice,Prager Str. 232 ,4289,Leipzig,DE,49,34186979830,,,
Allrounder-Concept Hausservice Michael Brandt,Kästnerstr. 61 ,50767,Köln,DE,49,2219592040,,,
ALLTEXT® Fachübersetzungen GmbH,Kaiserwall 9 ,45657,Recklinghausen,DE,49,236112383,,,
ALMAS Gebäudereinigung & Dienstleistungen,Alte Straubinger Straße 3,93055,Regensburg,DE,49,15259155923,,,
Alois Ziewers,Bölzstr. 53 ,54597,Lünebach,DE,49,6556529,,,
Alpe-Cos,Albstraße 6 ,72800,Eningen unter Achalm,DE,49,71211380569,,Alpe-Cos,
Alpstation München,Gaißacher Str. 18 ,81371,München,DE,49,8976776666,,,
Alsancak,Erzbergstr. 33 ,64658,Fürth,DE,49,6253989118,,,
Alt und Jung Nord - Ost e.V. - Team Alt-Schildesche,Huchzermeierstraße 1,33611,Bielefeld,DE,49,5219822212,,,
Altbausanierung-Renk,Kolberger Straße 2B,23617,Stockelsdorf,DE,49,1792039611,,,
Alte Schmiede,Gotthardstrasse 75,6474,Silenen,CH,41,8831522,,,
Altuntas Backwaren GmbH,Implerstr. 23 ,81371,München,DE,49,8976704374,,,
ama-trockenbau,Wilhelm-Sprott-Straße 22,24235,Laboe,DE,49,1729549355,,,
Amarc21,Bahnhofstraße 1 ,41366,Schwalmtal,DE,49,21639876195,,Amarc21,
Ambulante Altenpflege Bernhard, ,1877,,DE,49,359478560822,,,
AMD-Bau GmbH,Altenessener Str. 646 ,45329,Essen,DE,49,1726416247,,,
AMH-Vermietung GmbH & Co. KG,Wendenstr. 414 - 424 ,20537,Hamburg,DE,49,4021096155,,,
Amira Shisha Lounge,Schönwalder Straße 87,13585,Berlin,DE,49,17672269874,,,
Amnesia Cut,Kronprinzenstraße 43,75177,Pforzheim,DE,49,17682256422,,,
An der Gärtnerei,An der Gärtnerei 12,19303,Dömitz,DE,49,3875933712,,,
Ana Dienstleistungen,Tegernauer Zeile 1 ,13469,Berlin,DE,49,3020286362,,,
Ananda - veganes und vegetarisches Restaurant,Acherstraße 12,53111,Bonn,DE,49,2289093107,,,
Anbar Restaurant | مطعم عنبر,Bismarckstraße 82,45888,Gelsenkirchen,DE,49,2091771212,,,
Änderung Schneiderei Bas,Bauerweg 21,25335,Elmshorn,DE,49,41212760861,,,
Änderungsschneideerei Güney,Eilper Straße 51,58091,Hagen,DE,49,23311858766,,,
Änderungsschneiderei Akar,Merkurstraße 57,67663,Kaiserslautern,DE,49,6313107717,,,
Änderungsschneiderei Fabian,Friedrichstraße 39 ,76646,Bruchsal,DE,49,72513227878,,Kİ,
"Änderungsschneiderei Kasem, ehemals Naki",Jakobsgasse 1,72070,Tübingen,DE,49,17834819949,,,
Änderungsschneiderei Maria Gaese,Vilsendorfer Str. 21 ,33739,Bielefeld,DE,49,5206706680,,,
Änderungsschneiderei Panahi,Kavarinerstraße 57,47533,Kleve,DE,49,17643823397,,,
André Fels,Rahmer Str. 273 ,44369,Dortmund,DE,49,16098686636,,,
Andre Raschke,Spreeallee 124 ,24111,Kiel,DE,49,431690017,,,
Andre Streck Übersetzer und Dolmetscher für Russisch,Lessingstr. 25 ,40227,Düsseldorf,DE,49,15735679249,,,
Andrea Gollwitzer,Schiffstr. 2 ,78464,Konstanz,DE,49,75318089944,,,
Andrea Herkelmann,Hochmode 29b ,24321,Lütjenburg,DE,49,4381419659,,,
Andreas Bitter und Dirk Richert Autoglas B & R GbR,Martener Hellweg 30 ,44379,Dortmund,DE,49,23158997161,,,
Andreas Fahr,Schwartzkopffstr. 8 ,10115,Berlin,DE,49,3025813561,,,
Andreas Haag,Neckarstr. 12 ,69412,Eberbach,DE,49,627177710,,,
Andreas Jahn,Ortsstr. 21,98701,Herschdorf,DE,49,3678143842,Herr,Andreas,Jahn
Andreas Reichel,Fuhlsbüttler Str. 240B ,22307,Hamburg,DE,49,4053794285,,,
Andreas Schorr,Hohenrothweg 7 ,96185,Schönbrunn im Steigerwald,DE,49,95466499,,,
Anfertigungs- und Änderungsatelier Anahiti,Niederstraße 42,41460,Neuss,DE,49,21319760145,,,
Angela Di Frisco Reinigungsmittel Angela's Reinigungsbedarf,Schwabstr. 139 ,70193,Stuttgart,DE,49,7116361878,,,
Angela Wolff Änderungsschneiderei,Rathauspassage 10 ,56068,Koblenz,DE,49,2618058789,,,
Angelika Kisiel,Altmarkt 6 ,8209,Auerbach Vogtl.,DE,49,3744223863,,,
Angelika Kremser,Barmer Straße 57 ,42899,Remscheid,DE,49,21918423542,,,
Angerer Baustoffwerk GmbH,Amalienstr. 29 ,85399,Hallbergmoos,DE,49,811959470,,,
Animatrixa,Bahnhofstr. 1 ,74072,Heilbronn,DE,49,1743325594,,,
Animonda GmbH,Ascher Straße 46,63477,Maintal,DE,49,6181495929,,,
Anke Grossmann Frauenärztin,Menckestr. 17 ,4155,Leipzig,DE,49,3415638311,,,
Anna Meulen Übersetzerin und Dolmetscherin für Bulgarisch,Baustr. 7 ,60322,Frankfurt,DE,49,69702590,,,
Annaberger Backwaren - Cafe am Postplatz,Postplatz 5,8280,Aue-Bad Schlema,DE,49,3771721980,,,
Annette Baun,Hardtstr. 6 ,34582,Borken (Hessen),DE,49,56823556,,,
Annymone Blumen,Landäcker 17,71686,Remseck am Neckar,DE,49,714620425,,,
Antico Cantuccio,Gutenbergstraße 6 ,47051,Duisburg,DE,49,20339344744,,Antico Cantuccio,
Antik Wohndiele,Neuer Damm 1a ,29328,Fassberg,DE,49,5053903132,,,
Antiquitaeten Schatztruhe,Am Waldacker 27,60388,Frankfurt am Main,DE,49,17613862896,,,
Anton,Berliner Str. 110 ,66763,Dillingen (Saar),DE,49,6831976979,,,
Anton Littel,Rosenstr. 8 ,85395,Wolfersdorf,DE,49,81681851,,,
Antonio Pulli GetränkeHdlg.,Untermünkheimer Str. 14 ,74523,Schwäbisch Hall,DE,49,79141412,,,
Antonio Spaziano Elektro,Königsbronner Str. 60 ,89520,Heidenheim,DE,49,732166080,,,
Anwaltskanzlei Düllmann,Hagener Straße 75 ,58642,Iserlohn,DE,49,23749219962,,,
AP-Bauservice,Neunkirchener Weg 3,63128,Dietzenbach,DE,49,15233676550,,,
Apache2 Debian Default Page: It works,Neue Str. 50 ,89073,Ulm,DE,49,73167398,,,
Aparthotel Peerless Dine,Carl-Schwenk-Straße 40,89522,Heidenheim an der Brenz,DE,49,732151110,,,
Apartment Bona Loca,Halberstädter Straße 4,6449,Aschersleben,DE,49,17655062898,,,
Apartment House Bern, ,,,CH,41,787969693,,,
Apartmenthaus Schneefalke, ,,,CH,41,8887799,,,
Apartmenthaus Wolf, ,,,CH,41,8887799,,,
Apel Computer,Leipziger Pl. 4 ,99085,Erfurt,DE,49,1723522886,,,
Apex Energie GmbH,Werner-von-Siemens-Str. 22 ,24783,Osterrönfeld,DE,49,43317087510,Herr,Thomas,Lomparski
Apfel Art und Design,Adolf-Dietz-Str. 14 ,72535,Heroldstatt,DE,49,7389270,,,
Apfelgarten Usedom,Steinstraße 4,17429,Benz,DE,49,3044653866,,,
Appartementhaus Alpha, ,,,CH,41,814136216,,,
Appartementhaus Birkenwald,Andreas-Hofer-Straße 606,6100,Seefeld in Tirol,AT,43,52126060,,,
Appartmenthaus Daniela,Doktor-Schwamberger-Straße 12,6166,Fulpmes,AT,43,512546749,,,
Appel Holzbau und Zimmerei,Langwiesfeld 11,85395,Attenkirchen,DE,49,1743157919,,,
APS Südbaden GmbH - ASSISTANCE PARTNER,Gewerbestraße 2a ,79595,Rümmingen,DE,49,7621792690,,Jürgen Stell,
Apus Bikes GmbH,Bertoldistr. 6 ,51065,Köln,DE,49,22120423165,,,
"AQUA-SAN, die Tauchschule in Augsburg",Bozener Straße 3 ,86165,Augsburg,DE,49,16099430127,,,
aquarium-spezialanfertigung,Hauptstraße 38,63691,Ranstadt,DE,49,6041962396,,,
ARBÖ Prüfzentrum Schärding,Bahnhofstraße 52,4780,Brunnwies,AT,43,501232415,,,
Arena Sportgastätte,Thalkirchner Straße 209,81371,München,DE,49,8989054254,,,
ARESO® GmbH,Wiesbadener Straße 1,65597,Hünfelden,DE,49,64388352998,,,
Ari Brachter Software GbR,Bahnhofstr. 4 ,41747,Viersen,DE,49,216214028,,,
Arifi Gerüstbau,Fritz-Flinte-Ring 7,22309,Hamburg,DE,49,4035967983,,,
"ARIS Advanced Rip Image Systems Technologie GmbH Kopiertechnik, EDV u. Computer",Monschauer Str. 44 ,41068,Mönchengladbach,DE,49,2161299770,,,
Armetis Balkangrill,Hauptstraße 68 ,59846,Sundern,DE,49,29336095,,Sophia,Kyranas
Armin Klaes Immobilien IVD,Hansaring 61 ,50670,Köln,DE,49,22339666170,,,
Armin Riek,Henzenbuch 36 ,89150,Laichingen,DE,49,7333922496,,,
Armin Zimmermann,Primelweg 10 ,18057,Rostock,DE,49,3812008000,,,
Arno Kupke Zimmerei,Eichendamm 26 ,15569,Woltersdorf,DE,49,33625594,,,
Arnold Pohl Ingenieur,Groß-Sand 4 ,21107,Hamburg,DE,49,407533572,,,
Art Hotel Pfeffermühle,Manchinger Str. 68 ,85053,Ingolstadt,DE,49,841965020,,,
Artes-Angelsport,Castroper Straße 263,45665,Recklinghausen,DE,49,23613025499,,,
ARTHUR Feigenaufbereitung GmbH,Feincheswiese 8,56424,Staudt,DE,49,260260040,Herr,Atila,Akgün
Artists & Events Veranstaltungsagentur,Großmoordamm 174 ,21079,Hamburg,DE,49,4070010660,,,
ARTUS Finanzmanagement AG,Königsallee 60 C ,40212,Düsseldorf,DE,49,2115406660,,,
Arzt für Gynäkologie Dr. med. Franz-Wolfgang Bambas,Waldstr. 21 ,23812,Wahlstedt,DE,49,45541202,,,
AS Hausmeister- und Reparaturservice,John-Deere-Str. 79 ,68163,Mannheim,DE,49,62172493022,,,
